Address,ARSON,ASSAULT,BAD CHECKS,BRIBERY,BURGLARY,DISORDERLY CONDUCT,DRIVING UNDER THE INFLUENCE,DRUG/NARCOTIC,DRUNKENNESS,EMBEZZLEMENT,EXTORTION,FAMILY OFFENSES,FORGERY/COUNTERFEITING,FRAUD,GAMBLING,KIDNAPPING,LARCENY/THEFT,LIQUOR LAWS,LOITERING,MISSING PERSON,NON-CRIMINAL,OTHER OFFENSES,PORNOGRAPHY/OBSCENE MAT,PROSTITUTION,RECOVERED VEHICLE,ROBBERY,RUNAWAY,SECONDARY CODES,SEX OFFENSES FORCIBLE,SEX OFFENSES NON FORCIBLE,STOLEN PROPERTY,SUICIDE,SUSPICIOUS OCC,TREA,TRESPASS,VANDALISM,VEHICLE THEFT,WARRANTS,WEAPON LAWS
BONVIEW ST / STONEMAN ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0 Block of ESSEX ST,0,9,0,0,2,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,15,4,0,0,0,1,0,3,1,0,0,0,1,0,2,2,2,2,0
500 Block of TURK ST,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,9,0,0,0,3,6,0,0,1,2,0,0,1,0,0,0,2,0,0,5,8,2,1
100 Block of MAYNARD ST,0,14,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3,0,0,1,6,5,0,0,0,1,0,1,0,0,0,0,1,0,0,3,5,0,0
2500 Block of LOMBARD ST,2,26,0,1,7,2,5,9,1,0,0,0,2,2,0,2,25,0,0,4,21,58,0,1,0,3,0,3,0,0,1,0,11,0,4,5,7,11,1
0 Block of HARRISON ST,0,3,0,0,5,0,0,0,0,1,0,0,0,2,0,0,94,0,0,0,9,9,0,0,2,0,0,0,0,0,1,0,1,0,1,9,3,1,1
17TH ST / GUERRERO ST,0,6,0,0,0,0,0,3,1,0,0,0,4,1,0,0,15,0,0,0,9,9,0,0,0,3,0,1,0,0,1,0,3,0,0,1,9,3,2
400 Block of BAY SHORE BL,0,8,0,0,9,0,2,2,0,0,0,0,0,2,0,1,42,0,0,1,12,12,0,0,0,3,0,0,0,0,0,0,5,0,2,7,2,9,0
CAPP ST / 16TH ST,0,8,0,0,0,6,0,23,0,0,0,0,0,0,0,0,36,1,0,2,4,50,0,15,1,8,0,1,0,0,0,0,1,0,0,3,6,11,1
100 Block of 6TH AV,0,5,0,0,5,0,0,0,0,0,0,0,0,2,0,0,9,0,0,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1100 Block of COLUMBUS AV,0,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,9,0,0,3,8,1,0,0,0,1,0,0,0,0,0,0,1,0,2,4,0,0,0
300 Block of 5TH ST,0,29,0,0,17,0,2,13,1,1,0,0,3,4,1,1,24,1,0,2,35,20,0,0,3,8,0,2,0,0,0,0,21,0,2,13,8,16,1
MARKET ST / 7TH ST,0,63,0,0,1,1,1,102,6,0,0,0,6,6,0,1,109,3,2,8,93,188,0,0,0,50,0,7,1,0,24,1,28,0,1,5,0,88,16
FOLSOM ST / 17TH ST,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,5,0,1,0,4,33,0,30,0,0,0,0,0,0,0,0,3,0,0,2,1,3,0
GARFIELD ST / BRIGHT ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SICKLES AV / SEARS ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0 Block of LENOX WY,0,0,0,0,3,0,0,2,1,0,0,0,1,1,0,0,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,0,0
2100 Block of OAKDALE AV,0,1,0,0,7,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
300 Block of BAKER ST,0,18,0,0,0,1,0,4,0,0,0,0,2,1,0,1,8,0,0,1,20,11,0,0,2,0,2,1,1,0,0,0,5,0,1,3,9,5,0
MARKET ST / POWELL ST,0,21,0,0,0,0,0,13,3,0,0,0,1,19,0,0,146,1,0,5,128,28,0,0,0,12,0,3,1,0,3,0,3,0,1,4,0,22,4
1000 Block of HARRISON ST,0,25,0,0,1,2,1,21,8,0,0,0,2,2,0,0,39,1,0,0,20,50,0,0,3,8,0,2,0,0,2,0,10,0,30,6,9,37,3
1400 Block of 27TH AV,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0 Block of RICO WY,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
GOLDEN GATE AV / JONES ST,0,43,0,1,0,0,1,223,3,0,0,0,4,6,0,0,56,1,0,0,25,174,0,0,1,35,0,1,1,0,1,0,12,0,2,7,13,67,6
700 Block of TARAVAL ST,0,12,1,0,7,1,0,3,0,0,0,0,2,3,0,1,73,2,0,0,12,8,0,0,1,3,0,2,0,0,2,0,14,0,2,7,1,9,1
2700 Block of CLAY ST,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,6,2,1,0
1200 Block of GENEVA AV,1,15,0,0,5,2,0,6,0,0,0,0,3,2,0,0,10,2,0,2,2,10,0,0,1,4,0,2,0,0,1,0,5,0,0,3,9,3,4
1600 Block of QUESADA AV,0,15,0,0,4,0,0,24,0,0,0,0,0,1,4,2,10,1,0,14,5,26,0,0,0,6,0,1,0,0,2,0,18,0,1,2,3,15,8
400 Block of DETROIT ST,0,2,0,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,2,0,1,3,0,0,0
18TH ST / SOUTH VAN NESS AV,1,4,0,0,0,4,1,3,0,0,0,1,1,1,0,0,10,0,0,2,10,15,0,22,0,4,0,0,0,0,0,0,2,0,0,0,7,5,3
100 Block of HALE ST,0,6,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,10,0,0,0,3,0,1,0,0,0,0,3,0,1,1,7,1,0
UNION ST / GOUGH ST,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
6300 Block of GEARY BL,0,11,1,0,9,1,0,0,1,0,0,0,4,1,0,1,40,1,0,8,9,6,0,0,0,3,0,3,0,0,1,1,8,0,2,3,4,4,1
2400 Block of 23RD ST,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,0,0
1400 Block of PINE ST,1,43,0,0,18,6,0,9,0,0,0,0,1,4,0,1,42,0,1,10,48,25,0,9,2,0,0,1,4,0,3,0,10,0,6,17,5,16,1
3900 Block of GEARY BL,1,16,0,0,6,0,2,0,3,2,0,0,1,1,0,0,28,0,0,0,14,15,0,0,1,0,0,0,0,0,2,0,8,0,1,7,9,1,2
NEWCOMB AV / NEWHALL ST,0,8,0,0,0,0,0,30,1,0,0,0,1,0,0,0,2,2,0,0,5,61,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,18,1
19TH ST / MINNESOTA ST,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,6,0,0
3900 Block of 18TH ST,0,19,0,0,12,1,0,10,1,0,0,0,6,3,0,1,26,0,0,27,21,15,0,0,0,12,1,5,1,0,1,0,9,0,4,19,2,16,1
300 Block of PAGE ST,0,1,0,0,6,0,0,1,0,0,0,0,0,2,0,0,21,0,0,2,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,1,0
3RD AV / CABRILLO ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
DUBOCE AV / GUERRERO ST,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0
2200 Block of 14TH AV,4,66,0,0,8,0,0,12,1,0,0,0,1,1,0,1,25,1,0,22,21,34,0,0,0,8,0,10,13,0,1,0,20,0,2,21,3,2,16
500 Block of COLUMBUS AV,0,26,1,0,10,3,0,0,1,0,1,0,1,5,0,0,37,2,0,0,27,15,0,0,0,0,0,3,2,0,0,0,13,0,0,16,2,8,1
1600 Block of MISSION ST,0,39,1,0,27,5,0,6,0,8,0,0,9,11,0,0,66,0,2,7,45,34,0,0,1,4,0,7,1,0,1,0,25,0,6,25,34,7,0
1900 Block of VANNESS AV,0,2,0,0,2,0,0,1,0,0,0,0,0,2,0,0,12,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,4,0
0 Block of CHUMASERO DR,2,22,0,0,13,1,1,15,1,0,0,1,3,5,0,2,34,0,0,5,19,11,0,1,1,2,0,3,3,0,1,1,12,0,0,17,36,2,1
300 Block of WINDING WY,0,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,4,6,0,0,1,0,0,1,0,0,1,0,2,0,0,4,11,2,0
1300 Block of UTAH ST,0,14,0,1,5,0,0,3,0,0,0,0,0,3,0,2,12,0,0,5,9,12,0,0,0,1,0,3,0,0,0,0,4,0,1,0,6,4,2
JOHNFSHELLEY DR / CAMBRIDGE ST,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
BUSH ST / FRANKLIN ST,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,2,0,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2
SAN BRUNO AV / FELTON ST,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,41,0,0,1,11,0,0,0,0,0,0,6,0,0,3,2,4,4
600 Block of TAYLOR ST,0,8,0,0,4,2,0,2,1,0,0,0,2,5,0,2,17,0,0,2,10,10,0,0,0,0,0,0,3,0,1,2,3,0,1,7,4,1,0
2500 Block of 34TH AV,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,1
MARTIN LUTHER KING JR DR / CROSSOVER DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
0 Block of SOUTHPARK AV,1,12,0,0,4,0,0,2,1,1,0,0,0,3,0,0,20,0,0,4,21,3,0,0,0,2,0,3,0,0,0,0,5,0,0,3,6,3,0
OFARRELL ST / SCOTT ST,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,0
900 Block of MONTEREY BL,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1700 Block of ELLIS ST,0,13,0,0,0,0,0,2,0,0,0,0,0,1,0,1,3,0,0,4,7,14,0,0,0,0,0,0,0,0,0,0,3,0,0,2,3,5,3
700 Block of HEAD ST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0,0
EDDY ST / HYDE ST,1,41,0,0,0,0,0,223,0,0,0,1,0,4,0,0,28,2,1,2,28,147,0,4,0,22,0,2,1,0,2,0,17,0,0,2,15,74,11
MCALLISTER ST / LYON ST,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0
1000 Block of BAKER ST,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,3,1,0,0
17TH ST / MISSOURI ST,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,0,3,0,0,0,2,0,0,1,0,1,0,0,0,0,2,3,2,0
1700 Block of BAKER ST,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,2,0,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
100 Block of 3RD ST,1,27,0,0,20,0,0,7,5,1,0,1,4,20,0,0,127,0,1,8,68,27,0,18,3,9,0,3,2,0,4,0,22,0,16,10,4,16,1
900 Block of TERESITA BL,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,1,0
400 Block of SEACLIFF AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
300 Block of SANBENITO WY,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
2500 Block of PACIFIC AV,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0
1300 Block of BRUSSELS ST,0,1,0,0,2,0,0,4,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,1
CESAR CHAVEZ ST / FLORIDA ST,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0
STAPLES AV / FOERSTER ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
500 Block of FREDERICK ST,0,4,0,0,9,1,0,2,0,0,0,0,1,2,0,0,15,1,0,1,5,7,0,0,0,1,0,3,0,0,1,0,4,0,0,7,5,1,0
STANYAN ST / PAGE ST,0,3,0,0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,5,13,0,0,0,2,0,0,0,0,0,0,1,0,0,2,2,5,0
TUNNEL AV / RECYCLE RD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200 Block of 26TH AV,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,7,10,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,1,0
2400 Block of CLAY ST,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,13,0,0
POLK ST / BROADWAY ST,0,3,0,0,0,0,0,0,2,0,0,0,0,2,0,0,18,0,0,0,17,9,0,0,0,0,0,0,0,0,0,0,2,0,0,3,7,1,0
800 Block of VANNESS AV,0,11,1,0,14,1,0,10,0,0,0,0,10,1,0,0,30,0,3,0,22,14,0,0,1,1,0,1,1,0,0,0,7,0,1,15,6,10,0
700 Block of 36TH AV,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
4500 Block of IRVING ST,0,5,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
500 Block of WILDE AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
2000 Block of EVANS AV,0,5,0,0,22,0,0,0,0,3,0,0,0,0,0,1,11,0,0,0,6,4,0,0,1,2,0,0,0,0,1,0,5,0,0,3,4,2,0
100 Block of PRENTISS ST,0,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,12,0,0
1800 Block of HAIGHT ST,0,57,0,0,5,13,0,111,25,0,0,0,2,10,0,0,71,4,3,4,61,83,0,0,1,7,0,1,3,0,3,0,10,0,5,16,2,64,3
22ND ST / SOUTH VAN NESS AV,0,7,0,0,0,3,0,2,1,0,0,0,0,0,0,0,7,0,0,0,4,21,0,7,0,5,0,2,0,0,0,0,2,0,0,3,4,8,2
7TH ST / BERRY ST,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,5,0,0,0,1,0,0,0,0,0,0,2,0,0,3,4,1,1
GEARY ST / TAYLOR ST,0,12,0,0,0,0,0,2,2,0,0,0,1,7,0,0,33,0,0,2,29,21,0,0,0,9,0,2,0,0,1,0,3,0,0,1,4,9,5
500 Block of 7TH AV,0,4,0,0,5,0,0,0,0,0,0,0,1,1,0,0,12,0,0,4,7,5,0,0,0,1,0,0,0,0,0,0,4,0,0,5,3,0,0
2600 Block of 23RD AV,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,3,0,0,5,0,1,1
HARRISON ST / COLUMBIASQUARE ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200 Block of OAK ST,0,3,0,0,10,0,0,2,0,0,1,0,1,3,0,0,18,0,0,6,12,6,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,3,0
100 Block of GEARY ST,0,12,0,0,25,0,0,2,1,0,0,0,1,4,0,0,81,0,0,0,8,15,0,0,2,5,0,0,0,0,2,0,7,0,1,13,1,4,0
GEARY ST / MASON ST,0,18,0,0,0,0,0,6,2,0,0,0,0,7,0,1,27,0,0,1,24,26,0,2,0,8,0,1,1,0,2,0,3,0,0,6,3,8,0
900 Block of MINNESOTA ST,0,4,0,0,8,0,0,0,0,0,0,0,1,1,0,0,10,0,0,1,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,7,7,1,0
0 Block of RIZAL ST,0,3,0,0,3,0,0,0,0,0,0,0,1,2,0,0,21,0,0,7,8,2,0,0,0,1,0,1,2,0,1,0,0,0,0,4,8,0,1
700 Block of 48TH AV,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0
48TH AV / PACHECO ST,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300 Block of BUENAVISTAEAST AV,0,6,0,0,2,0,0,0,0,0,0,0,0,3,0,0,8,0,0,20,7,10,0,0,3,2,0,0,0,0,0,0,1,0,1,4,4,0,0
CORTLAND AV / PROSPECT AV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0
600 Block of GOUGH ST,0,7,0,0,2,0,0,2,0,0,0,0,0,1,0,0,15,0,0,0,3,6,0,0,0,2,0,3,0,0,0,0,3,0,0,1,3,1,0
2000 Block of THOMAS AV,0,8,0,0,1,0,0,2,1,1,0,0,0,2,0,0,11,0,0,12,2,3,0,0,0,0,1,1,0,0,0,0,4,0,1,5,6,5,1
200 Block of GRANVILLE WY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JONES ST / OFARRELL ST,0,18,0,0,0,0,0,70,4,0,0,0,1,4,0,0,28,0,1,1,18,70,0,0,1,6,0,1,0,0,1,0,6,0,1,6,2,27,4
QUINTARA ST / 16TH AV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
PINE ST / VANNESS AV,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,2,0,5,14,0,2,0,1,0,0,0,0,1,0,0,0,0,6,8,9,0
JACKSON ST / OCTAVIA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0
SUNSET BL / SLOAT BL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200 Block of SANTIAGO ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
100 Block of POWELL ST,1,66,0,0,64,8,0,35,6,1,0,0,13,28,0,1,665,1,1,12,71,113,0,0,0,40,0,9,2,0,7,0,20,0,32,17,3,111,5
1200 Block of GILMAN AV,1,11,0,1,4,0,1,3,0,0,0,0,0,1,0,0,9,0,0,7,4,12,0,0,1,10,0,3,0,0,0,0,2,0,1,5,6,3,2
CARMEL ST / TWINPEAKS BL,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GEARY BL / 33RD AV,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,6,5,0,0,0,2,0,0,0,0,0,0,4,0,0,1,1,1,0
1400 Block of HAIGHT ST,1,29,0,0,16,11,0,14,12,0,1,0,2,10,0,0,62,5,0,1,124,42,0,0,0,11,0,5,0,0,1,0,19,0,4,31,1,42,6
700 Block of HOWARD ST,1,28,0,0,10,4,1,3,0,1,0,0,2,7,0,0,223,0,10,2,97,14,0,0,0,12,0,2,0,0,1,0,18,0,11,15,0,8,0
100 Block of EDGEWOOD AV,0,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0
22ND AV / LAKE ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
SACRAMENTO ST / WEBSTER ST,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0
MARKET ST / CASTRO ST,0,23,0,0,0,3,0,8,2,0,0,0,0,7,0,1,49,0,0,2,60,26,0,0,0,9,0,1,1,0,1,0,5,0,1,10,7,6,0
COLUMBUS AV / CHESTNUT ST,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,6,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0
3600 Block of 19TH ST,0,6,0,0,4,0,0,0,1,0,0,0,3,0,0,0,12,1,0,3,5,5,0,0,0,2,0,0,0,0,0,0,2,0,1,14,1,1,0
700 Block of 12TH AV,0,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,5,0,0,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0
0 Block of BEAUMONT AV,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1
1200 Block of PACIFIC AV,0,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,4,10,0,0,0,1,0,0,0,0,0,0,1,0,0,3,4,0,0
WISCONSIN ST / MADERA ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
200 Block of CHESTER AV,0,3,0,0,2,0,0,3,0,0,0,0,0,2,0,0,8,0,0,4,2,6,0,0,0,2,0,0,0,0,1,0,3,0,0,7,4,1,0
0 Block of MAIDEN LN,1,6,0,0,25,1,0,4,0,2,0,0,5,2,0,1,32,0,0,0,7,9,0,0,0,3,0,0,0,0,0,0,6,0,2,4,0,3,1
2100 Block of 33RD AV,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BRYANT ST / 24TH ST,0,6,0,0,0,0,0,2,0,0,0,0,0,4,0,0,5,0,0,2,8,18,0,0,0,3,0,3,0,0,0,0,0,0,0,2,4,2,0
RUSS ST / FOLSOM ST,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0
HAYES ST / OCTAVIA ST,0,2,0,0,0,0,1,7,1,0,0,0,0,1,0,0,26,0,0,0,11,6,0,0,0,4,0,1,0,0,0,0,1,0,0,0,6,5,1
SAN BRUNO AV / 19TH ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
100 Block of VALENCIA ST,0,15,0,0,13,3,0,12,3,11,0,0,2,2,0,2,64,0,0,1,22,24,0,0,0,4,0,1,0,0,1,0,4,0,0,12,59,3,0
0 Block of PUEBLO ST,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,2,4,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,0
1200 Block of 40TH AV,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,4,0,0,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0
CHURCH ST / 22ND ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1200 Block of 25TH AV,1,2,0,0,4,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,3,0,2,2,8,0,0
3300 Block of 21ST ST,0,6,0,0,7,0,0,0,0,0,0,0,1,1,0,0,15,0,0,2,2,7,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6,0,0
1800 Block of SANTIAGO ST,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
25TH ST / NOE ST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
LELAND AV / DESMOND ST,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LEAVENWORTH ST / PACIFIC AV,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,1
FILLMORE ST / POST ST,1,5,0,0,0,0,1,3,0,0,0,0,1,4,0,0,34,1,0,0,14,4,0,0,0,3,0,1,0,0,0,0,1,0,0,4,1,2,0
200 Block of 12TH AV,0,6,0,0,5,0,0,0,0,0,1,0,2,0,0,0,5,0,0,2,9,4,0,0,0,1,0,1,0,0,0,0,5,0,1,2,9,0,1
1600 Block of EDDY ST,1,20,0,0,4,0,0,9,0,0,0,0,1,1,0,0,6,1,0,4,7,22,0,0,0,0,1,5,1,0,1,0,6,0,2,6,3,11,5
